person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout,EntraronConComputadora,EntraronConSmartphone,EntraronConTablet,CantidadAdHits,DiasDesdeUltimoAdHit,DiasDesdeUltimaBusqueda,CantidadDeColoresVistos,CantidadDiasDiferentesDeVisita,CantidadDeModelosVistos,EsDeBrazil,apple,asus,blackberry,lenovo,lg,motorola,quantum,samsung,sony,bcm,vam,vao,coam,coao,cam,cao,lam,lao
5290b048,23,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,10000.0,1.0,1.0,13.0,0.0,1.0,0.0,1.0,13.0,13.0,3,2,2,1.0,0,0,0,0,0,0,0,3,0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
52911e9c,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,6.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529345c6,43,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,10000.0,3.0,1.0,16.0,1.0,0.0,0.0,3.0,20.0,16.0,6,3,7,1.0,6,0,0,0,0,0,0,0,0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52978d54,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,3.0,0.0,10.0,1.0,0.0,0.0,1.0,10.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529ab3da,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,122.0,10000.0,6.0,1.0,10000.0,1.0,0.0,0.0,10.0,3.0,4.0,9,6,7,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52a0fbcb,16,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2,1,2,1.0,3,0,0,0,0,0,0,2,0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
52ac0c47,81,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,50.0,10000.0,4.0,1.0,11.0,0.0,1.0,0.0,0.0,1000.0,50.0,4,5,7,1.0,2,0,0,0,0,0,0,2,1,5.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
52ad81ff,14,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,15.0,21.0,21.0,2.0,1.0,10000.0,0.0,1.0,0.0,2.0,15.0,15.0,2,3,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52b0ccd7,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,10000.0,0.0,1.0,10.0,0.0,1.0,0.0,3.0,9.0,1000.0,6,3,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52b3464c,19,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,10000.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,5,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52b61e5a,37,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1000.0,3,1,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52bb6a64,7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10000.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1000.0,1000.0,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52c08d23,201,2.0,0.0,2.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.4,3.0,82.0,23.0,7.0,1.0,3.0,1.0,0.0,0.0,20.0,22.0,78.0,11,15,26,1.0,2,0,0,0,0,1,0,1,0,4.0,5.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
52c18a83,16,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,3.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,1000.0,4,1,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52c26697,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52c5b1d9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,49.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,1.0,41.0,1000.0,2,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52c69ef5,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,11.0,1.0,0.0,0.0,1.0,11.0,1000.0,2,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52c98d44,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,1000.0,1000.0,5,1,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52cb8a0e,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,84.0,10000.0,1.0,1.0,15.0,1.0,0.0,0.0,4.0,15.0,1000.0,3,3,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52cbd34e,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,1.0,0.0,14.0,1.0,0.0,0.0,1.0,14.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52ce5268,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,1000.0,11.0,2,1,3,1.0,0,0,0,0,0,0,0,4,0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52ced9ee,146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10000.0,0.0,1.0,7.0,1.0,0.0,0.0,2.0,6.0,1000.0,17,2,13,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52d131c9,356,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,7.0,1.0,1.0,1.0,0.0,0.0,22.0,1.0,1.0,13,1,41,1.0,0,2,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52d203e6,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,15.0,1000.0,5,1,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52d5b3bc,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,10000.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,24.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52d9c8e9,31,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,10000.0,2.0,1.0,11.0,1.0,0.0,0.0,8.0,11.0,1000.0,4,3,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52de0ed3,102,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,2.0,14.0,11.0,1.0,1.0,11.0,1.0,0.0,0.0,3.0,10.0,1000.0,11,5,12,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52def2c9,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,2.0,9.0,10.0,9,5,16,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52e7e9bd,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,33.0,2.0,1000.0,4,14,7,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52ea61f2,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,10000.0,3.0,1.0,14.0,0.0,1.0,0.0,3.0,13.0,1000.0,1,2,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52ebb22d,79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,10000.0,2.0,1.0,16.0,1.0,0.0,0.0,1.0,18.0,18.0,5,3,15,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52ef1d79,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,78.0,10000.0,5.0,1.0,76.0,0.0,1.0,0.0,0.0,1000.0,1000.0,11,4,16,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52f114bc,238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,10000.0,13.0,1.0,14.0,0.0,1.0,0.0,13.0,14.0,14.0,12,2,28,1.0,11,5,0,0,9,38,0,9,4,76.0,60.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0
52f25739,36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,4.0,1000.0,4,1,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52f37c30,81,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,16.0,138.0,16.0,1.0,1.0,17.0,0.0,1.0,0.0,2.0,21.0,118.0,7,13,18,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52f4226f,65,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10000.0,3.0,1.0,4.0,1.0,0.0,0.0,3.0,4.0,4.0,2,2,3,1.0,8,0,0,0,0,0,0,0,0,8.0,41.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
52f43d3c,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,1000.0,4,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52f48dca,127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,123.0,10000.0,9.0,1.0,15.0,1.0,0.0,0.0,8.0,14.0,15.0,9,8,16,1.0,3,0,0,0,0,5,0,0,0,8.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
52f53f8d,35,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,45.0,10000.0,5.0,1.0,17.0,0.0,1.0,0.0,6.0,17.0,42.0,2,4,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52f769c9,83,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,42.0,10000.0,3.0,1.0,17.0,0.0,1.0,0.0,2.0,17.0,1000.0,10,2,12,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52f78f42,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,10000.0,2.0,1.0,11.0,1.0,0.0,0.0,5.0,3.0,1000.0,2,5,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52ff0b5b,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,15.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52ff2a17,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,86.0,10000.0,4.0,1.0,9.0,1.0,0.0,0.0,8.0,9.0,39.0,3,7,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52fff6fc,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530450cb,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1000.0,3,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530913b8,38,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1000.0,1000.0,6,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530a6928,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,16.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531301cb,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,3,1,3,0.0,0,0,0,0,0,2,0,0,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5314a7ea,24,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,88.0,10000.0,0.0,1.0,87.0,0.0,1.0,0.0,8.0,87.0,1000.0,1,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53181a13,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5318c78f,26,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,4.0,0.0,13.0,0.0,1.0,0.0,4.0,13.0,1000.0,4,1,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531a6385,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,2.0,0.0,10000.0,0.0,1.0,0.0,0.0,1000.0,13.0,2,1,1,1.0,4,0,0,0,0,0,0,0,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531fa7c6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,7.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5324abec,27,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,4.0,11.0,8.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,8.0,8.0,3,4,2,1.0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
532842f7,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532ab206,162,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,10000.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0,1000.0,10,5,7,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532b3b51,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,9.0,1.0,1.0,3,1,4,1.0,2,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532b9d65,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,10000.0,6.0,1.0,2.0,0.0,1.0,0.0,5.0,2.0,1000.0,5,4,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532dca66,20,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10000.0,2.0,1.0,9.0,0.0,1.0,0.0,1.0,10.0,10.0,2,2,1,1.0,0,0,0,0,0,0,0,2,0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53301059,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533134f0,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1000.0,4,1,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5332cd8c,128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10000.0,1.0,1.0,9.0,1.0,0.0,0.0,14.0,8.0,6.0,11,7,18,1.0,0,0,0,0,0,2,0,6,0,8.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
533ecf35,66,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,10000.0,2.0,1.0,16.0,1.0,0.0,0.0,0.0,1000.0,1000.0,7,2,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53432699,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,68.0,10000.0,2.0,1.0,68.0,0.0,1.0,0.0,2.0,67.0,67.0,2,2,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534873ff,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10000.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,4.0,4,2,3,1.0,4,0,0,0,0,0,0,0,0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53498ed3,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,1.0,0.0,14.0,1.0,0.0,0.0,1.0,14.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534cdc8e,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,5.0,0.0,9.0,0.0,1.0,0.0,5.0,9.0,9.0,2,1,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534d1253,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,10000.0,26.0,1.0,10000.0,0.0,1.0,0.0,33.0,1.0,7.0,17,11,33,1.0,0,0,0,0,0,0,0,4,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534f010a,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,6.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53524a9b,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,1000.0,9.0,3,1,3,1.0,2,0,0,0,0,0,0,0,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
535370ea,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,1000.0,1000.0,3,1,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5355dff8,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,1.0,4.0,4.0,1,1,1,1.0,0,0,0,0,0,3,0,0,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5357daff,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,6.0,6.0,3,1,2,1.0,8,0,0,0,2,0,0,0,0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
535b9c8f,81,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10000.0,3.0,1.0,4.0,1.0,0.0,0.0,7.0,4.0,1000.0,5,4,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535c1793,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,6.0,1000.0,2,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5365053d,40,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10000.0,0.0,1.0,13.0,1.0,0.0,0.0,17.0,1.0,1000.0,4,5,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536971b0,80,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,10000.0,1.0,1.0,11.0,1.0,0.0,0.0,1.0,16.0,4.0,4,6,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536cef17,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,10000.0,3.0,1.0,9.0,1.0,0.0,0.0,3.0,9.0,35.0,6,3,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5372249b,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,63.0,10000.0,2.0,1.0,10000.0,0.0,0.0,1.0,2.0,57.0,63.0,5,3,6,1.0,0,0,0,0,0,0,0,6,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537411d9,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10000.0,2.0,1.0,10000.0,0.0,1.0,0.0,4.0,1.0,1.0,3,2,3,1.0,2,0,0,0,0,0,0,0,0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
