person,CantidadEventos
57100e55,11
5715a6fa,10
57185d42,11
5719ea91,58
571a9e4f,66
571ef0f4,116
571f5aa8,38
5725c70b,59
57302497,34
5732f5b9,13
5734814c,10
5734f0be,28
5736c535,4
57388505,106
573d5dc1,12
573e67d7,62
5743655c,22
574aa73a,17
57546051,1
5759f52d,29
575ec4bc,17
5760bac2,169
57640f1b,21
5769b11e,101
576ab3ee,11
576adaba,4
576c8d41,34
5771205a,2
5771d9f5,70
5776b8df,35
57794162,14
577e1033,549
577e62c4,19
577eef47,29
57823fff,18
57825783,54
57826c6f,8
578345b6,23
5783b92a,29
57844f64,85
57889d36,35
578976db,28
578bdff7,69
579230e6,3
57944e3a,4
5794b654,22
5794f2b7,133
579567cb,22
579b5376,29
579b5d0c,2
57a1f91d,6
57a36308,30
57a49b37,12
57a4f1f7,7
57b0c4c3,34
57b6ff5e,17
57b7b149,4
57b977a8,6
57ba3db9,566
57bcf992,6
57be305a,3
57c1404c,19
57c4af6f,7
57c7cd33,255
57c8f9f3,18
57ca12a0,86
57ca60a3,11
57ce7324,7
57cff4dc,194
57d078f9,27
57d160e5,24
57d23a10,110
57df6df4,26
57e093f9,41
57e1b14c,81
57e4ac5a,9
57ecd31d,247
57f29657,22
57f84882,10
57f88bf3,53
57f9eb9a,61
57fda37b,26
5801c820,52
58023159,5
5802f69f,3
58057491,6
580e64d3,25
580e8322,7
58117c5e,6
5812a48c,9
5812d3ee,4
581793e1,200
581a4317,173
58256b7f,4
5829b3ae,46
582b3521,87
582c4668,117
582d48b6,200
5831e303,74
58357dc2,1
583bd9b9,3
583c0e20,1
583fbfc7,51
5842c17d,67
5845c156,36
5847669d,465
5849e449,41
584ccba1,15
584f3df0,8
584f5067,160
584f7e3b,58
585135c9,1
5855fb75,54
585d4e89,6
58691c2e,26
586bb74c,12
58734f6d,36
5877a07d,228
58798ed4,4
58836d7b,6
588586f8,35
5886925f,42
588bf86c,6
588cf2c3,53
588ea4de,21
5894cf4f,14
58a47abf,36
58a76a37,23
58b0ae76,60
58b1adc6,116
58b2a340,9
58b50bb4,11
58b5eb89,21
58b67b97,75
58bb8a33,10
58bb90a5,22
58bc216a,13
58bf7f0e,4
58c1adcf,257
58c3a6fb,12
58c3c476,39
58ccd1a6,6
58cd8834,70
58cdaa05,9
58d382ae,41
58d41ab2,14
58d5e8ea,27
58e5d2e8,11
58e8cc3f,8
58eb31ae,4
58ec12e4,15
58ee7c55,34
58ee8efb,588
58ef690b,15
58f3e65e,3
58f5cb71,31
58fbe24c,17
58fc87a9,266
58fe5e9d,7
59005136,20
5902c6e6,28
5907767e,7
590874fa,792
59091333,7
59095479,39
590bdc46,4
590f99c9,301
5910a048,563
591155f9,27
5911ea24,51
591392e9,4
591a52ea,3
5921971a,37
5922b6d8,79
5924d837,37
592d9dcc,242
592e4498,42
5934dcff,15
5934e3cb,23
59389791,5
59433eea,12
59494e11,93
594a528f,44
594a53d3,74
594aa8fd,19
594c0879,50
594e7f51,5
59529dbc,49
595991d8,7
5961db59,604
5963213e,8
59677a24,6
5967e2c0,9
5968619d,88
596908e3,42
596b3921,33
596c9568,7
5972fcfb,37
5975fbd0,40
598c3b51,1
598ffcf9,112
599128fc,95
5992f904,44
59978275,42
5997da18,4
599b9422,33
599c617a,37
59a13b25,16
59a2ec1a,4
59a6e71c,19
59ad218f,12
59ae9443,470
59afc9c1,6
59b0a29f,78
59b80f44,2
59b946ec,5
59b97897,103
59bc6d4b,168
59bcf210,3
59c16c10,80
59c58e14,19
59c9a044,34
59ca0512,8
59ca13c5,6
59cb8fb5,15
59cc81a9,1
59cf5833,14
59d1741e,136
59d5e25e,25
59dc57a7,35
59dd7001,547
59de976d,6
59eb83c5,24
59eeea59,27
59f21f45,7
59f7d044,110
59f8639b,118
5a012233,45
5a01d36f,482
5a05b143,4
5a09c4f9,13
5a0e9318,8
5a107f9c,28
5a15856f,10
5a1a62e7,18
5a234e9d,21
5a264fb8,4
5a271a32,10
5a2b2e91,54
5a2f2b6f,28
5a3119ab,11
5a324586,16
5a32613d,6
5a36fefa,3
5a382811,4
5a39612e,16
5a3c4378,268
5a3c8387,65
5a3f938a,71
5a419ffd,8
5a47f7c9,381
5a483d42,91
5a4858ab,26
5a4c5789,43
5a4c697d,30
5a4e39c6,1
5a4eac2f,4
5a528a31,33
5a5696aa,8
5a5b702e,16
5a5d3b0a,28
5a6271a3,6
5a635ad0,9
5a637796,5
5a693031,24
5a69c57d,73
5a6b1124,4
5a6ccd84,125
5a6e56b3,43
5a711ff4,4
5a724794,254
5a783014,652
5a801d88,58
5a83b6ad,145
5a84d786,54
5a859ede,37
5a8a81fe,119
5a8e2db5,31
5a8f6569,69
5a91a247,11
5a931a0b,158
5a9d4717,26
5aa35ce6,14
5aa66659,23
5aad35d8,28
5aad4e03,8
5abc75d1,42
5ac3ae07,16
5ac7c882,12
5ac9d13b,7
5acdb498,72
5ace0411,4
5acef1f4,35
5acf6b39,405
5ad102cd,78
5ad3e29d,149
5adc0739,70
5ae31719,41
5ae56276,9
5ae5c637,51
5ae615e4,19
5aea27aa,7
5aeab73d,81
5aee08aa,14
5afcacf2,52
5b011885,24
5b0185cd,4
5b02d28b,39
5b032513,13
5b05ddf4,14
5b081635,4
5b0a38d2,128
5b0beb7b,229
5b0dec92,21
5b14308c,34
5b1657dc,6
5b167f1e,4
5b1aa0c2,20
5b1c259b,6
5b2142e9,69
5b25c9b7,4
5b2c13a8,54
5b30dff8,4
5b3d9cdd,60
5b405d8a,15
5b411012,97
5b470724,122
5b4768d6,13
5b4b372f,35
5b4c5ec6,16
5b54501a,22
5b562fff,16
5b57ff24,126
5b623df6,4
5b659be5,27
5b6861c5,14
5b6afe78,9
5b71f9b7,4
5b78e340,14
5b790037,127
5b7a7697,286
5b7b454f,4
5b803937,16
5b850828,37
5b870a9f,9
5b8716d8,70
5b8ad569,75
5b8bc7c1,35
5b8fc910,28
5b901d42,52
5b903d92,8
5b9109ea,48
5b9427d3,23
5b97d763,9
5b993a80,30
5b9b5c94,200
5ba21848,14
5ba46c3c,109
5ba58e74,55
5ba6b49c,7
5ba8d573,8
5bb0f1ed,247
5bb12aad,156
5bb13e34,113
5bb4734c,12
5bbbb4db,4
5bc3ffb8,25
5bcd34bb,22
5bcf45c8,102
5bcf6cd8,14
5bdafd2e,11
5bdf441e,31
5be116ed,16
5be6037e,6
5be69714,4
5c070517,23
5c08065c,47
5c080b93,236
5c098375,13
5c0d5c40,4
5c0e510d,88
5c198a6d,30
5c1ccff6,141
5c2067c9,253
5c2277bd,4
5c2cde66,89
5c2f8d39,4
5c41c016,108
5c421ff1,10
5c44e011,17
5c46f382,27
5c502b9f,17
5c532333,8
5c53834c,10
5c5ba7e7,14
5c5dd1f7,6
5c5e5fd2,40
5c5ecbed,36
5c689816,4
5c6f36f8,20
5c70c10c,96
5c728a34,38
5c762da0,15
5c7741c3,104
5c7d4f54,357
5c81bfc7,18
5c883c80,40
5c897edc,38
5c8c4dbb,73
5c8e9305,12
5c8f6a30,10
5c9272c9,34
5c994d72,44
5c9c21cc,421
5c9c3a94,8
5ca1061a,41
5ca663a7,7
5ca69409,95
5ca7aa37,4
5caae97b,11
5cae5d73,9
5cb15ec8,11
5cb1fbc3,266
5cb3d64c,481
5cb56d44,46
5cb66d9b,9
5cb6c049,43
5cb6d8f0,78
5cb7d5cb,25
5cb9e16d,97
5cc1bfac,69
5cc68215,45
5cc95fb5,92
5ccda85d,8
5cd2d878,19
5cd90e33,27
5cdbb633,10
5cdcc543,467
5cddafbf,74
5cde711d,47
5cdf11a3,25
5ce12b07,124
5ce2c9d0,39
5ce68187,24
5ce72cef,65
5ce93a9a,126
5ce96b08,23
5cea4332,1
5ceb9c5e,4
5cebe00f,39
5cf2a37e,16
5cf31d09,318
5d011e94,12
5d06a0c6,44
5d0cdb44,3
5d0d3fd7,7
5d12a37d,41
5d157bed,31
5d1b97b2,50
5d21899a,4
5d22944b,86
5d28fd4a,128
5d29ce7f,21
5d337630,32
5d33a5ba,8
5d34c465,12
5d352e23,8
5d36defc,22
5d3a336f,11
5d3a62ce,10
5d4b9dc0,9
5d4cd6a6,4
5d50e1eb,5
5d52c5f9,31
5d550ec7,138
5d57a09e,1
5d5a0fd4,4
5d5fa838,3
5d61d631,4
5d628e1a,20
5d639017,173
5d67d2b9,33
5d69bd67,11
5d6b7b07,67
5d6bb123,3
5d6bc315,44
5d72d688,38
5d778de6,1
5d79fda3,111
5d7cbd4e,10
5d7d7918,107
5d7d7c9b,27
5d810468,32
5d84628a,44
5d85feba,8
5d867ece,2
5d8d047d,13
5d8d29a7,20
5d8ffe40,3
5d970411,9
5d9bff21,21
5d9f9a66,15
5da26330,11
5da4d3fc,1
5da8843f,15
5dacaeda,12
5db12eac,7
5dbbc8a8,39
5dbc5bfd,15
5dc268fa,17
5dc2a038,4
5dc7fb48,34
5dc80ac6,4
5dc99457,87
5dcb8cdb,26
5dcbdb61,62
5dcbe050,25
5dcbe595,33
5dcf3e4f,28
5dd13775,27
5dd13f9e,262
5ddd9a8e,69
5de03756,101
5de0ab3f,19
5de25121,13
5de3a7cc,34
5de3e0e4,4
5de43374,85
5de848bc,10
5dedfea0,58
5df33176,9
5df8ab33,61
5df9ffad,40
5dfbdae3,114
5dfc5702,48
5dfc7e56,22
5e0d2f2a,5
5e1134f4,3
5e13e5cf,10
5e1a644b,54
5e1af6b2,28
5e20157e,78
5e2053db,7
5e25a7a1,48
5e2a8aad,62
5e38f385,6
5e3c72be,39
5e3e0d7c,8
5e3f7af7,36
5e4732cb,76
5e493365,24
5e498b30,11
5e4f0fae,7
5e5be0ca,3
5e5c08d5,22
5e61153e,7
5e61c92e,110
5e68ffc3,32
5e6e2a07,13
5e72d6c6,8
5e7af032,24
5e847022,526
5e9483aa,7
5e9a9248,52
5ea2fd45,17
5ea400dd,6
5ea70af4,79
5ea83779,40
5ea8fd22,44
5eaa054a,9
5ead9fb2,20
5eb675e1,282
5ebf2c3a,90
5ec334e9,11
5ece87f8,3
5ed06e6a,9
5ed07ddb,72
5ed304cc,30
5ed6251c,142
5ed83688,2
5edddbe5,28
5ee04384,53
5ee0ec87,133
5ee2b7a7,20
5ee55607,30
5eeecfe0,546
5ef19ddc,106
5ef431f8,4
5ef5e3be,102
5ef9f3cf,195
5efc442b,2
5efdb5af,15
5efdd975,6
5f05ddc9,80
5f06f389,27
5f098f28,4
5f1ea57c,364
5f24d6f1,16
5f2ba6a1,4
5f3133b0,52
5f34437f,20
5f351c7b,4
5f36a34d,7
5f39ab28,57
5f3a2739,4
5f437ac5,8
5f4937a7,16
5f4f4406,4
5f51eb8a,3
5f5a1be2,92
5f5aecff,15
5f5bbf21,26
5f5de024,36
5f5e3606,220
5f62eaa9,16
5f6648ff,6
5f68034a,33
5f6c8c3f,19
5f6ec104,4
5f70f85e,18
5f730bb9,4
5f75b631,52
5f785f78,34
5f7c168c,13
5f7edfb8,14
5f7f0c55,792
5f827b93,32
5f865c03,24
5f8cb374,5
5f9a8e18,27
5fa45849,9
5fa6fe00,108
5fb40e5a,16
5fb6955a,476
5fba1b7f,14
5fc0c253,22
5fc8f284,27
5fcbddce,45
5fcc4d27,17
5fcea5de,22
5fdd715e,68
5fdfd044,16
5fe438f9,70
5fe79a6e,48
5feeaaa0,37
5ffaac0b,166
5fff0989,34
600dd4eb,16
60105991,46
601161e3,40
6013e2cd,4
601d78de,4
601fcd45,26
601ffbb2,11
6028035d,98
602b0b70,7
60317b05,51
6035b866,22
603625b8,129
603ce505,7
603d3b63,26
60434cfd,167
604d8035,79
60524537,8
6056ef1b,1
6059489b,14
605a9685,6
6064a548,11
6068295f,91
6069337b,10
606e9a0c,10
606ed87b,29
6073085d,8
6074f517,14
6079a17a,17
607e946b,35
60818171,25
608300b7,4
6083e59c,15
608614ea,17
6087dacf,68
6091d7ce,53
6097bf02,4
6097ddc9,27
6098753b,69
60992005,11
609a3d28,136
609a83c9,54
60a0a098,4
60a3e254,14
60a65bc4,7
60a7e2e2,34
60acc084,11
60af030c,19
60b3f8b1,8
60b4682b,15
60bbb8bb,4
60c3bbec,4
60cf3b9c,164
60d61007,85
60d6eed7,4
60d720a3,13
60dc7d16,36
60e18560,51
60e1b8de,7
60e37d0f,40
60e5f54a,4
60e649fd,3
60ec09a0,36
60ec24bc,83
60f931ec,89
60fa9bb0,80
61030a24,200
61030c42,18
610a1ccf,839
610a3000,3
6110b754,39
6111c9a5,13
6114f46b,162
611c9e76,29
611f759a,313
61291b42,44
61346976,74
613a9c37,12
613c3e73,59
613c97af,3
613e0edb,8
6140657f,24
6140845a,36
6140c05d,113
6148e152,4
614bb924,12
614e182e,18
615176a2,6
61520b60,59
615341ab,47
61550559,8
6155dfb1,78
61565a7f,13
61566593,50
61587a5f,155
616066ee,2
616384d0,43
617345af,121
61764e83,19
617c73a4,9
618388ac,9
618504d9,132
6189e1cc,4
618b2d0f,89
61910432,64
6194e2b4,1
6195e63f,48
61984a3c,4
619a1994,17
619b9f5c,139
619bff69,18
619c2ab6,39
619ef022,222
61a2abab,26
61a43afc,109
61a4f6a8,5
61b07aa6,20
61b17122,5
61befa82,38
61c3624e,22
61c66c03,8
61cc74df,9
61ce476a,27
61cfd6bd,23
61d10777,12
61d87231,24
61e94b15,11
61e95b64,25
61e9d951,20
61ece74d,136
61f1b5eb,12
61f23c5a,45
61f69973,9
61f86c35,22
61f94ac4,14
61fbc204,14
61fdc00d,19
6201e319,14
6207bfa2,102
6207ec39,19
62099196,4
620b99f3,31
620bc766,4
620e6ba3,14
620ff401,377
62111cb3,10
62147633,592
621db8af,8
6226fe0c,70
6227d059,16
622b4acf,2066
622be5c3,46
622d7afe,73
622e5f0e,6
623132a0,8
6233831d,9
6234b36e,18
62354008,15
623bd490,24
623cb263,35
6247b873,75
624834cd,10
624b8413,275
624d7cf4,1
625348e0,98
625429b9,30
62552856,19
626396df,130
62650b99,10
6268a0f5,8
626b074f,71
626d2cd6,8
626ddc69,6
62701423,9
6276d90d,7
6277b1a5,11
6279eadc,9
627efc77,80
6283ba61,4
628fbb07,43
6290df9b,10
62928420,40
6294cbb8,4
62962193,3
629a6941,20
629eebe5,6
62ae07ab,8
62ae8270,28
62aec176,12
62b1c8a8,172
62b5c515,15
62b5cfbd,11
62b71876,4
62b7a02e,69
62ba2fba,14
62c12c5e,4
62c1a80b,16
62c3608c,28
62c4be99,56
62c53616,79
62c54281,9
62c5d86f,4
62c68da8,65
62c99192,49
62cdbfe0,53
62d449f5,20
62d5bf2f,120
62d7a2f6,16
62d9c35c,36
62dbc701,42
62ddf12d,396
62dec5a6,39
62eb0872,65
62ef27b1,11
62ef5e1a,59
62efef06,31
62f1e2dc,29
62f88039,16
62fb2789,32
6300166e,36
63018032,62
6303ead0,12
63098f85,369
630a2504,13
63105619,65
6311896a,3
6319fa10,66
631f5757,6
6320d3cb,119
6323f503,12
63260746,157
632ef48c,5
6330527b,188
63324e61,24
633351f6,15
6337af75,29
633e4058,10
633f73e0,12
634034fc,19
63416550,65
63476f1c,12
6349c89e,104
6355a425,1796
6360f158,21
636fa7a6,104
637238ac,19
63724daa,49
637968e2,4
637bb1e1,6
637e3a18,10
637eba0e,98
63837321,22
6384d7f0,4
6389a33b,2
638bf094,17
638c94d5,4
6394733c,188
639c8205,4
63a02f98,7
63a1da43,19
63a6c5dd,6
63a6d37d,24
63a7696e,20
63a86abe,50
63aecd98,27
63b49845,40
63b57ed9,32
63baee21,7
63be2db0,29
63bef1fd,125
63bf465e,42
63c3e954,21
63c52f02,4
63c67cbc,716
63ce14aa,124
63cfffb1,356
63d14c1c,24
63d18c90,47
63d2eaf0,34
63dbe1fd,136
63eef564,24
63f3fbba,4
63f49016,24
63f5f543,4
63f92293,6
63fd189a,11
63fd67f1,18
63fdb0cc,57
63fffe70,36
640415fc,9
6408db8a,34
640b3d64,15
640bfe5c,29
64186aab,29
641bd907,37
641c3dbf,22
642164e8,17
64218006,7
6421e3ef,21
642219ef,7
6426a1d5,36
6426b382,10
64272004,8
642745c4,144
642976c7,24
642a0a59,19
642a48ce,94
643a99c4,162
643ced2f,16
643dd42e,44
6446174b,4
6446fb96,226
6447341e,17
644e94d0,26
644fc846,18
645a8a1a,9
645c44ea,31
6463a7ed,18
6468e7db,34
6468f875,21
646ab8ce,4
646d157f,21
647850e8,8
647bb5b8,63
647e18cf,27
647e3184,109
6486f4f5,26
64886808,79
648b6d01,4
64901b28,101
64953123,16
649575de,23
649777d2,14
649a5a42,47
649a8882,60
649b6774,21
64a05cee,26
64a08384,10
64a5c178,6
64a9bf5c,12
64ac1f09,51
64ac56b7,3
64af722c,90
64b6d143,13
64b71b2d,10
64bb088c,13
64bd45c5,67
64be69af,33
64c393fb,4
64c3f8a7,35
64c77f30,8
64c9f321,105
64cdb86c,49
64d16371,21
64d463a4,21
64d63685,35
64d6ac1d,4
64da4cbf,4
64dc97d8,30
64e007de,105
64e1bb71,12
64e9b39b,57
64ed9cf9,171
64f05afd,19
64fe2656,10
64fffb05,4
6503b491,4
6506936c,41
6506ddd4,26
65090447,76
650924ef,197
650a8f53,226
650d3e7b,16
650e1ca8,4
650e7e83,17
6515ac9b,10
651a2f52,26
651afec8,56
6525004c,164
65256654,27
6527ee57,21
65281169,153
652cd033,17
652f2bd2,529
652fc48f,252
65331982,58
653347e5,125
65337bf5,8
653594f3,10
65376992,8
6538433e,8
653f0599,44
653f68fe,17
65481d96,57
654f2678,2
654fbed7,31
65548c90,10
6557afba,15
655bdfbf,4
655c9a3b,142
655f256b,7
655fb544,15
656072a3,39
6560a421,4
6566ff13,20
65673dcc,61
6572ccc9,26
65763cb1,44
657654a8,36
6576f191,45
657838f2,19
65799d3e,28
657bde8d,221
657c49ac,35
657da8d0,20
6587a08b,15
658889ac,37
658aa3ff,36
658c5fc2,61
658cf57a,22
658ec1e1,31
659bcf5d,16
659ccb22,9
659ef9e8,81
65a2ae1e,509
65a3a634,27
65a66649,16
65a6998b,4
65a70191,72
65aaec63,121
65af6718,51
65af7de0,6
65b1cb92,11
65b1fe54,32
65b5f92c,31
65b8d8fa,18
65c08517,4
65c8598b,7
65c97ace,73
65d4cec3,20
65d9c352,114
65dc1a5a,61
65dfbe6e,5
65e1ff3c,18
65e23a78,25
65e3444e,6
65e36635,14
65e5de0e,16
65ebfc91,8
65f22bb7,6
65f7f64a,4
65f8d5cb,32
65fb6533,4
65fc0de7,7
65fc831e,39
65fd1468,19
660128f7,20
660273b0,8
6604c520,21
6606cb25,195
6607968f,37
6607e446,225
660b36fb,31
660f419a,73
661bd807,221
662824d5,95
662b6370,20
662e809f,23
662edef0,4
662fff5e,7
6631ccf6,26
66348580,43
663a6611,24
663a9c4e,611
663d79b2,38
664dd43c,43
66501626,21
66515616,24
6652b1f6,87
66544eec,14
6665aa9d,23
666f7fb5,359
667136c3,159
667a363e,16
667e5975,4
668121d0,124
668474c9,4
668508fc,14
6685375f,3
6686b516,6
6689a687,29
668a6dcb,68
669202d9,71
66946a2c,3
669513f7,15
6695456c,6
669678b6,7
669b4c37,96
669c18b9,20
669d231c,39
669f9849,11
66a3259e,4
66a47180,2
66a8dd0f,16
66aa2900,6
66ac7a23,8
66af9ffc,8
66b1e1fc,109
66b4bb43,28
66bd31fc,8
66d04bad,11
66d13816,26
66d80943,8
66d94053,4
66d98f95,14
66da989c,9
66daaa0f,11
66dfc471,23
66dfd7c1,86
66e3a149,17
66e59710,2
66e7c30a,259
66f08f93,16
66f3c5a8,44
66f8913c,1
66fa6241,15
67014c09,12
6701b3a3,73
670639bc,108
67090611,52
67097cc1,4
671822ce,87
6719db8a,200
671a5335,42
671b06e7,328
671bfa7c,9
671f2d31,6
6721d3a1,190
67267a98,2
672754ee,3
6727687e,12
672d7102,39
67331974,10
673461d9,108
673b1d66,16
6743db66,41
6746de55,128
67489a3a,17
6750a5aa,14
675fe24b,82
6764312b,21
6766c41a,16
676dfa62,33
676ee3ae,54
677a27b1,30
678a2220,185
678a7834,42
678bce20,17
678e33af,107
678e5d3b,94
6791adff,39
6793d7e3,23
67988952,17
679ac3c0,205
679affb9,15
679da592,96
67a3e8b5,42
67a459fd,29
67ab01cc,7
67ab4298,24
67ad5488,4
67ad5c2d,11
67b36ab4,177
67bab14a,4
67bdb138,11
67bdc2bf,32
67bdc946,2466
67c4c483,107
67c74c1a,28
67ca5e47,10
67cb4e1b,9
67cdc151,44
67cdef50,27
67cf3251,56
67d01ca1,6
67d0adac,59
67da218d,58
67debcf2,5
67ea570c,8
67eaa758,4
67ec6a13,98
67ecfb67,50
67ed32fb,71
67f40ebf,5
67f54678,22
67f62e27,9
67fe2974,54
67ff8426,3
67ff9310,7
68037d33,22
6803ab57,111
68045f4f,7
680857b0,32
680bfa1e,66
680f1db9,13
68113fbb,2
6813e508,4
681430e0,220
681dc2a6,37
681ec697,114
681f5543,234
68222cd7,196
6824fb71,124
68288548,27
68359360,254
6838f2b5,7
683ad4fb,23
6842350c,14
68434288,10
68465675,14
6848f2c5,17
6849e2b7,39
684afe3b,23
684c8e9e,4
68528368,30
6853bf74,14
68570c89,59
685aebd9,4
685dc7f7,56
6860bef2,6
6861b1a0,12
6863bbc8,10
686998af,22
686c49c9,35
686caccf,210
686e5df0,1650
686f2e87,186
687007a0,249
68727bb1,31
68731b06,58
687dae4d,4
687df50d,43
688312c7,8
6889d8dc,1383
688f6f09,4
68916b87,51
68955d17,9
6897c238,9
6897c65f,19
689a9a99,94
689ebebb,17
68a0df9b,14
68a1a34b,21
68a73962,73
68aa93f0,26
68b032bf,25
68b4e6b2,6
68baec54,3
68bb6e54,105
68bbd884,35
68bdeea0,39
68bee360,210
68c24a29,164
68c34d50,25
68caba6c,35
68cfea28,33
68d33687,43
68d95317,21
68d9c289,4
68db2f45,27
68dc1b57,8
68dcd9ee,45
68df9c74,429
68e317a6,6
68e380e2,9
68e3c0ce,76
68ea2728,84
68ec20be,64
68efbd50,4
68f04a27,44
68f14e10,6
68f1cf51,43
68f94d37,77
68fa1e43,4
68fe8fc1,12
69023b6c,5
69028e89,18
6903f1aa,281
690d9746,4
6915d101,97
69161a89,15
691f777b,96
6926e1d7,6
69272a61,55
6927a702,32
6929face,189
692aa8ac,46
692dc907,477
692f2e81,4
69339291,133
693600fd,90
693a2551,33
693e40a5,13
693e7899,12
693ed93e,109
694179da,34
694f77aa,15
6951cba9,31
695568d8,3
69580fce,61
695bd96f,7
695c237c,4
695ed4ad,48
695fbd20,92
6960e979,4
69680f6c,4
6968a96d,12
696fc0d9,11
697241bc,53
6972936f,52
6972c978,41
6974f18c,28
69758997,14
69762fda,52
6976b276,22
69782ad5,632
69798735,39
6981c276,25
698800d9,16
6988debf,8
6989632d,136
6995b598,53
6996b2c1,19
6998571e,24
699a895f,4
699c2506,7
699d63b0,28
699ee9f1,32
69a05c82,7
69ae9e88,5
69b796b1,44
69c41191,15
69c51667,60
69c5a9ca,4
69c83927,5
69c8415b,39
69c96e86,36
69d30caf,221
69d3345a,68
69d74881,3
69df39bb,20
69e0170f,130
69e152ed,20
69ecee63,2
69eec445,107
69f4c399,10
69f5306d,7
69fcb41c,11
69fe770b,30
69feb5c4,32
69ff5da5,72
6a038dc1,6
6a0f9987,35
6a10c0ac,8
6a1519ff,405
6a16e12f,35
6a170145,129
6a17e2d8,41
6a21ee67,4
6a229d0a,18
6a270596,9
6a28c9a8,17
6a327215,66
6a33ccb8,124
6a342297,10
6a364bac,16
6a3762e2,500
6a393ad6,66
6a3b1fce,150
6a3d80c7,10
6a3f0c82,3
6a46a03e,163
6a47ec46,9
6a4b9d1f,4
6a502375,4
6a51c12d,838
6a52fe62,2
6a54a3ba,4
6a56070f,255
6a5a6038,106
6a5ad93c,273
6a5c2b70,24
6a6bdea5,22
6a73e379,114
6a77f920,23
6a799be5,17
6a7a17ad,82
6a7d7ba1,1426
6a818ca2,113
6a87e2ce,62
6a88f100,6
6a89e1c0,164
6a89f322,36
6a8ab728,18
6a8c925a,14
6a8ca4c3,3
6a8cb270,7
6a979e68,43
6a989c01,13
6a98d696,205
6a9bf8d8,18
6a9ce4a4,7
6a9dfafe,49
6a9e9b1c,84
6a9f8dcb,21
6aa094fe,68
6aa0f717,3
6aa351cb,32
6aa5f8e1,47
6aaa8d34,21
6ab06210,31
6ab1d0e0,34
6ab2a202,7
6ab31e6d,8
6ab45794,43
6ab7d54f,8
6ab892ec,7
6ac143f1,31
6ac151d4,1
6ac22b21,8
6ac37390,1
6ac66c92,39
6ac820f0,34
6ace9281,17
6ad2f2bc,16
6ad42066,48
6ae14b34,69
6ae534b3,4
6ae5c69b,23
6aeaeb70,12
6aef3a40,91
6aef936f,12
6af46224,4
6af63e25,75
6af81532,5
6aff3df9,4
6b05a30e,15
6b06797c,16
6b0af96c,43
6b0c456e,8
6b0cd6e2,19
6b19097a,22
6b19ecec,64
6b1c3779,52
6b1f5017,494
6b25da3a,7
6b2836a5,9
6b29cfbf,9
6b2b2efd,30
6b2b2f20,4
6b2b2fd9,27
6b2d1f7d,22
6b32e11d,8
6b34bdd9,8
6b3732eb,39
6b3e4ea5,16
6b437650,147
6b46d03f,2
6b478650,115
6b4838ca,12
6b49df00,9
6b4c40b7,6
6b4c9275,17
6b4e599a,149
6b5088da,86
6b519ffa,24
6b6508da,73
6b67f048,4
6b7fb03c,12
6b8025f5,4
6b82178d,5
6b827981,5
6b83c5aa,2
6b849ad5,4
6b84e646,8
6b8cb158,65
6b8d0b1e,24
6b9151d0,105
6b93cc6b,36
6b97f53d,8
6ba1bcb5,9
6ba60944,72
6ba99661,9
6baaea61,32
6bacc5b6,34
6bada9e4,4
6bbe0bd1,23
6bbe31c6,12
6bbfbcbd,4
6bc0fd88,30
6bc4dc66,8
6bc6a4dc,4
6bcd7b94,75
6bd1126f,36
6bd1ecd3,123
6bd20ff7,9
6bd23c82,70
6bd587ee,129
6bd5b289,39
6bd713dc,12
6bd820e0,37
6bda019d,20
6be15483,42
6be6222e,22
6be97a23,3
6bfae95d,18
6bfd53fa,146
6bfd63b2,12
6bfdc083,13
6bfe588c,54
6bfefe9e,13
6c01e138,6
6c05e12c,15
6c0d3bb2,23
6c0d7ce8,6
6c10445e,47
6c12d21f,109
6c1a2177,46
6c1c6e7c,28
6c26ff10,27
6c27d0f2,50
6c340437,6
6c3732d5,33
6c3d4077,235
6c424b35,137
6c436f32,182
6c4436e7,40
6c468f57,13
6c4c4229,20
6c4eea8d,18
6c5ac73c,20
6c5ec265,27
6c624fbb,4
6c63acd2,6
6c647d3a,5
6c6709f4,54
6c6af3dc,86
6c733dc5,19
6c736ea7,11
6c7a2ca1,24
6c7b0c99,6
6c82c6a5,4
6c85c171,46
6c88a0ec,1
6c89e853,24
6c94ebc5,65
6c952edb,23
6c9d1efc,61
6ca0af0d,40
6ca2ae7b,27
6ca7bdd0,34
6cac1678,11
6cb2038e,12
6cb274f5,17
6cb2eabd,6
6cb3d5d9,9
6cb3e3eb,27
6cb88460,3
6cb8f464,7
6cb9bf76,68
6cbab712,44
6cbb4e1d,4
6cbea10f,25
6cc14fe0,97
6cc3e6c5,9
6ccaf293,37
6ccf192b,18
6cd1324b,12
6cd14ac0,11
6cd3e4c3,12
6cdcb17e,6
6ce55c40,200
6ce673a3,17
6ce83b7c,66
6cef0064,20
6cf4b688,4
6cf58c32,4
6cfe46f3,82
6d05365b,20
6d05398d,14
6d080080,188
6d0d5fcd,112
6d0d70f1,30
6d0e1a92,11
6d0ff19a,19
6d16f923,142
6d1a3661,6
6d2c9c57,15
6d343fed,2
6d3bab2f,125
6d3db302,44
6d3fa121,52
6d40f44d,7
6d421646,28
6d4326b1,110
6d4e13d7,4
6d5052aa,6
6d53943c,10
6d5605f8,25
6d573d47,4
6d5bb367,4
6d5dd269,80
